f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,m0,m1,m2,m3
0.07446819472895738,24.218692295882608,0.15639202015836426,23.877898998709277,24.405138240776907,0.457347803621321,0.06758795949725657,0.26448353506451494,0.6119708224339939,105.63620603484017,2.3272565395764317,102.51568529328583,109.89945418291491,1,1,1,1
0.035591353726376306,24.591442273357636,0.2111270669337015,24.097472142281994,25.04907607732151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.002870559957474519,26.284988560522276,0.12967924918076923,26.09193012963039,26.486729214498542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.025925030995855747,24.505311270585256,0.18252963939123507,24.20309185802759,24.915823586259563,0.4414402414818731,0.0608630853661039,0.27926935743758363,0.6002642104278282,100.58342904570364,2.153082017710309,96.22614383282834,103.18785890249829,1,1,1,1
0.005954881473261822,24.80819727018562,0.12648136728536022,24.57381315675681,24.96120121066934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.03508371505717201,24.799068982008535,0.15813765325525028,24.50961870778753,25.089854197389503,0.5396673617599963,0.04302549855503125,0.459061896406217,0.6011580853756846,99.04347837559193,1.1070195736634547,97.54799541706993,100.24731136362745,1,1,1,1
0.03504953904745647,25.375354236380403,0.13453267301398808,25.07655305601092,25.543581879248592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
0.0,24.782167692060955,0.13091310530008354,24.509405128167174,25.003779471080456,0.4765298829898638,0.05024988237455375,0.41097267012419475,0.5967597992497403,103.32692554486393,1.9310601608434035,100.52250840897133,107.08365611417477,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.4276443763788456,0.023546007752911956,0.3588006688919521,0.4939772801068524,95.4726047231997,1.7352862121724273,91.21462090386518,99.23492449492511,0,0,1,1
0.0,25.442509341080253,0.10331911599950613,25.296998588818497,25.560767000579823,0.4830483462049719,0.06680616274914791,0.38920394368987327,0.5907340850084966,101.1886780116614,1.584095031012244,97.56914533426189,104.57512356988019,0,1,1,1
0.0,25.13960572681282,0.15109260727617213,24.856133791995035,25.43797886012671,0.44882512536890673,0.05358551269912633,0.3907797789859002,0.555352140703791,104.17555622957289,2.2498097414046567,101.5767909820597,108.40849869543104,0,1,1,1
0.0,0.0,0.0,0.0,0.0,0.4680124233625126,0.03146848117188951,0.399973719121866,0.5213118363606051,103.17575473407202,1.8444441120308586,98.67929727669699,106.35457144782524,0,0,1,1
0.0,25.50287594073663,0.24983654458458932,25.069144586342507,26.104167466717666,0.4505230939984068,0.007359074385373816,0.43518358073656893,0.46715447394525783,97.92321369910158,1.5715322406581342,96.30073533796401,101.44256253836004,0,1,1,1
